INGR_KOR_NAME,INGR_ENG_NAME,CAS_NO,ORIGIN_MAJOR_KOR_NAME,INGR_SYNONYM
우엉잎추출물,Arctium Lappa Leaf Extract,,이 원료는 우엉 Arctium lappa의 잎에서 추출한 것이다.,
해당화잎추출물,Rosa Rugosa Leaf Extract,,이 원료는 해당화 Rosa rugosa의 잎에서 얻은 추출물이다.,
서양배수,Pyrus Communis (Pear) Water,,이 원료는 서양배 Pyrus communis를 수증기 증류하여 얻은 수용액이다.,
소듐칼슘징크포스페이트,Sodium Calcium Zinc Phosphate,,"이 원료는 소듐옥사이드, 칼슘옥사이드, 징크옥사이드 및 포스포러스옥사이드의 융합으로 얻은 것이다.",
코카미도프로필모폴린,Cocamidopropyl Morpholine,,이 원료는 주로 다음의 구조를 갖는 유기화합물이다. RCO-는 코코넛오일에서 유래된 지방산이다.,
양까막까치밥나무즙,Ribes Nigrum (Black Currant) Juice,,이 원료는 양까막까치밥나무(Black Currant) Ribes nigrum 를 압착하여 얻은 액체이다.,
C10-14알킬벤젠설포닉애씨드,C10-14 Alkyl Benzenesulfonic Acid,,이 원료는 주로 다음의 구조를 갖는 치환된 방향족화합물이다.,
폴록사민704,Poloxamine 704,,"이 원료는 다음의 구조를 갖는 에틸렌다이아민의 폴리옥시에틸렌, 폴리옥시프로필렌 블록 중합체로서 x와 y는 각각 14와 12이다.",
엘라이아그누스 몰리스씨오일,Elaeagnus Mollis Seed Oil,,이 원료는 Elaeagnus mollis의 씨를 압착하여 얻은 고정유(불휘발성 오일)이다.,
패션프릇껍질추출물,Passiflora Edulis Peel Extract,,이 원료는 패션프릇 Passiflora edulis의 껍질에서 추출한 것이다.,
피이지-3코카마이드디이에이,PEG-3 Cocamide DEA,,이 원료는 에틸렌옥사이드가 평균 3몰인 코카마이드디이에이의 폴리에틸렌글라이콜 유도체이다.,
겨우살이,Viscum Album,,이 원료는 겨우살이(Mistletoe) Viscum album에서 유래한 것이다.,
타이가로타스레드뿌리추출물,Nymphaea Lotus Root Extract,,이 원료는 타이가로타스레드 Nymphaea lotus의 뿌리에서 추출한 것이다.,
페닐메티콘올,Phenyl Methiconol,,이 원료는 다음의 구조를 갖는 유기화합물이다.,
류코노스톡/패션프룻펄프/콩단백질발효용해여과물,Leuconostoc/Passiflora Edulis Pulp/Soy Protein Ferment Lysate Filtrate,,이 원료는 미생물인Leuconostoc으로 콩단백질과 패션프룻 Passiflora edulis의 과육을 발효하여 얻은 생성물을 용해하여 여과한 것이다.,
야래향가지/꽃/잎수,Cestrum Nocturnum Branch/Flower/Leaf Water,,"이 원료는 야래향 Cestrum nocturnum의 가지, 꽃 및 잎을 수증기 증류하여 얻은 수용액이다.",
골담초꽃추출물,Caragana Sinica Flower Extract,,이 원료는 골담초 Caragana sinica의 꽃에서 추출한 것이다.,
피이지-80베툴리네이트,PEG-80 Betulinate,,이 원료는 베툴리닉애씨드의 에톡실화된 유도체로서 주로 다음의 구조를 갖는다. n은 평균 80이다.,
아스퍼질러스/녹차발효추출물,Aspergillus/Camellia Sinensis Leaf Ferment Extract,,이 원료는 미생물인 아스퍼질러스로 차나무 Camellia sinensis의 잎을 발효하여 얻은 생성물을 추출한 것이다.,
차나무씨가루,Camellia Sinensis Seed Powder,,이 원료는 차나무(녹차) Camellia sinensis의 씨를 건조하고 분쇄하여 얻은 가루이다.,
레이프씨드글리세라이즈,Rapeseed Glycerides,,"이 원료는 유채씨오일에서 얻은 모노-, 다이-, 및 트라이글리세라이즈 혼합물이다.",
소듐카복시메틸코코폴리프로필아민,Sodium Carboxymethyl Cocopolypropylamine,,이 원료는 주로 다음의 구조를 갖는 유기화합물이다: R은 코코넛오일에서 유래된 알킬그룹이다.,
아세틸루바브뿌리추출물,Acetyl Rheum Rhaponticum Root Extract,,이 원료는 아세틱안하이드라이드와 루바브뿌리추출물의 반응으로 얻은 것이다.,
물봉선화잎추출물,Impatiens Capensis Leaf Extract,,이 원료는 물봉선화 Impatiens Capensis의 잎에서 추출한 것이다.,
소듐글리세릴올리에이트포스페이트,Sodium Glyceryl Oleate Phosphate,,이 원료는 글리세릴모노올리에이트의 포스페이트에스터의 복합혼합물의 소듐염이다.,
메타크릴릭애씨드/스티렌/브이피코폴리머,Methacrylic Acid/Styrene/VP Copolymer,,"이 원료는 스티렌, 메타크릴릭애씨드와 비닐피롤리돈의 공중합체이다.",
폴리쿼터늄-78,Polyquaternium-78,,"이 원료는 데실글루코사이드에 1,3-다이클로로-2-프로판올과 프로필클로로하이드린이 치환된 클로로라우릴다이메틸암모늄이 순차적으로 가교결합된 복합중합체이다.",
산사나무열매추출물,Crataegus Pinnatifida Fruit Extract,,이 원료는 산사나무 Crataegus pinnatifida의 열매에서 추출한 것이다.,
C16-22애씨드아마이드엠이에이,C16-22 Acid Amide MEA,,이 원료는 탄소가 16-22개인 지방산의 모노에탄올아마이드이다.,
폴리우레탄-8,Polyurethane-8,,"이 원료는 폴리에틸렌, 폴리(1,4-부탄다이올), 프로파노익안하이드라이드, 아이소포론다이아이소시아네이트 및 아이소포론다이아민의 공중합체이다.",
콕쿨루스 사르멘토수스가지/잎추출물,Cocculus Sarmentosus Branch/Leaf Extract,,이 원료는 Cocculus sarmentosus의 가지 및 잎에서 추출한 것이다.,
꿀가루,Honey Powder,,"이 원료는 꿀을 건조,하고 분쇄하여 얻은 가루이다.",
운데실레노일이눌린,Undecylenoyl Inulin,,이 원료는 운데실레닉애씨드클로라이드와 탄수화물 이눌린의 축합물이다.,
피지-하이드롤라이즈드콜라겐,PG-Hydrolyzed Collagen,,이 원료는 가수분해된 콜라겐과 글라이시돌의 반응물이다.,
폴리아크릴레이트크로스폴리머-4,Polyacrylate Crosspolymer-4,,"이 원료는 메틸렌비스-프로펜아마이드로 가교된 하이드록시에틸아크릴에이트, 아크릴릭애씨드, 소듐아크릴레이트, 다이메틸아크릴아마이드 및 소듐아크릴로일다이메틸타우레이트의 공중합체이다.",
폴리아크릴레이트-8,Polyacrylate-8,,"이 원료는 아크릴릭애씨드,메타크릴릭애씨드 또는 그것들의 단순한 에스터 중 하나 이상의 모노머와 하이드록시프로필아크릴레이트,부틸아미노에틸메타크릴레이트의 공중합체이다.",
당아욱꽃/잎추출물,Malva Sylvestris (Mallow) Flower/Leaf Extract,,이 원료는 당아욱(Mallow) Malva sylvestris의 꽃 및 잎에서 추출한 것이다.,
무화과,Ficus Carica (Fig) Fruit,,이 원료는 무화과(Fig) Ficus carica의 열매이다.,
레티닐올리에이트,Retinyl Oleate,,이 원료는 레티놀과 올레익애씨드의 에스터이다.,
월계수열매오일,Laurus Nobilis Fruit Oil,,이 원료는 월계수 Laurus nobilis의 열매에서 얻은 휘발성 오일이다.,
호두씨껍질추출물,Juglans Regia (Walnut) Seedcoat Extract,,이 원료는 호두나무(Walnut) Juglans regia의 씨껍질에서 추출한 것이다.,
부틸레이티드자일레놀,Butylated Xylenol,,이 원료는 다음의 구조를 갖는 유기화합물이다.,
카시아검,Cassia Gum,,이 원료는 결명자 Cassia tora 또는 석결명 Cassia obtusifolia씨의 내배유에서 얻은 것이다.,
하이부시블루베리씨,Vaccinium Corymbosum (Blueberry) Seed,,이 원료는 하이부시블루베리씨(Blueberry) Vaccinium corymbosum의 씨이다.,
개감초뿌리추출물,Glycyrrhiza Pallidiflora Root Extract,,이 원료는 개감초Glycyrrhiza pallidiflora의 뿌리에서 추출한 것이다.,
티노스포라 코르디폴리아줄기추출물,Tinospora Cordifolia Stem Extract,,이 원료는 Tinospora cordifolia의 줄기에서 추출한 것이다.,
포타슘피넛에이트,Potassium Peanutate,,이 원료는 땅콩오일에서 얻은 지방산의 포타슘염이다.,
C26-54알킬테트라데실다이메티콘,C26-54 Alkyl Tetradecyl Dimethicone,,이 원료는 유기화합물이며 주로 R은 C26-54인 알킬그룹인 다음의 구조를 갖는다.,
밀그레인추출물,Triticum Vulgare/Aestivum (Wheat) Grain Extract,,이 원료는 밀(Wheat) Triticum aestivum및 Triticum vulgare의 낟알에서 추출한 것이다.,
파이로글루타밀아미도에틸인돌,Pyroglutamylamidoethyl Indole,,이 원료는 다음의 구조를 갖는 유기화합물이다.,
두아반가 그랜디플로라잎추출물,Duabanga Grandiflora Leaf Extract,,이 원료는 Duabanga grandiflora의 잎에서 추출한 것이다.,
적철석,Hematite,,이 원료는 주로 산화철로 구성된 광물이다.,
콘드러스 엘라투스/사카리나 앙구스타타/참홑파래엽상체추출물,Chondrus Elatus/Saccharina Angustata/Monostroma Nitidum Thallus Extract,,"이 원료는 조류인 Chondrus elatus, Saccharina angustata 및 참홑파래 Monostroma nitidum의 엽상체에서 추출한 것이다.",
C12-14Sec-알케스-8,C12-14 Sec-Alketh-8,"84133-50-6,68131-40-8",이 원료는 에톡실화 값이 평균 8몰인 합성2급 C12-14 알코올 혼합물의 폴리에틸렌글라이콜에터이다.,C12-14 Sec-파레스-8
데세스-9포스페이트,Deceth-9 Phosphate,,이 원료는 포스포릭애씨드 및 데세스-9의 에스터 복합혼합물이다.,
삼백초뿌리추출물,Saururus Chinensis Root Extract,,이 원료는 삼백초 Saururus Chinensis의 뿌리에서 추출한 것이다.,
모노글리세라이즈락테이트,Monoglycerides Lactate(JPN),,이 원료는 락틱애씨드와 지방산 모노글리세라이드의 모노에스터이다.,모노글리세라이드락테이트
피이지-9부틸렌글라이콜라우레이트,PEG-9 Butylene Glycol Laurate,,이 원료는 주로 다음의 구조를 갖는 유기화합물이다. n은 평균 9이다.,
구릿대씨가루,Angelica Dahurica Seed Powder,,이 원료는 구릿대 Angelica dahurica의 씨을 건조하여 가루로 한 것이다.,
데실헴프씨데이트,Decyl Hempseedate,,이 원료는 데실알코올과 삼씨오일에서 얻은 지방산의 에스터이다.,
댐슨자두즙,Prunus Insititia Juice,,이 원료는 댐슨자두 Prunus insititia를 압착하여 얻은 즙이다.,
골등골나물추출물,Eupatorium Lindleyanum Extract,,이 원료는 골등골나물 Eupatorium lindleyanum의 전초에서 추출한 것이다.,
가자나무추출물,Terminalia Chebula Extract,,이 원료는 가자나무 Terminalia chebula의 전체에서 추출한 것이다.,
백미후추잎추출물,Pimenta Dioica Leaf Extract,,이 원료는 백미후추 Pimenta dioica의 잎에서 추출한 것이다.,
쐐기풀뿌리엑기스,Irakusa Ne Ekisu(JPN),,이 원료는 쐐기풀 Urtica thunbergiana 또는 스팅잉네틀 Urtica dioica의 뿌리에서 추출한 것이다.,
세테아레스-5포스페이트,Ceteareth-5 Phosphate,,이 원료는 포스포릭애씨드와 세테아레스-5의 에스터 복합혼합물이다.,
아크릴레이트/트라이메틸실록시프로필메타크릴레이트크로스폴리머,Acrylates/Trimethylsiloxypropyl Methacrylate Crosspolymer,,"이 원료는 1,4-부탄다이올다이메타크릴레이트와 가교되어 있고 아크릴릭애씨드, 메타크릴릭애씨드 또는 그것들의 단순한 에스터 중 하나와 가교된 트라이메틸실록시프로필메타크릴레이트의 중합체이다.",
오르키스 모리오꽃추출물,Orchis Morio Flower Extract,,이 원료는 오르키스 모리오 Orchis morio의 꽃에서 추출한 것이다.,
가노데르마 프페이페리자실체추출물,Ganoderma Pfeifferi Fruiting Body Extract,,이 원료는 버섯의 일종인 Ganoderma pfeifferi의 자실체에서 추출한 것이다.,
창질경이즙,Plantago Lanceolata Juice,,이 원료는 창질경이 Plantago lanceolata를 압착하여 얻은 즙이다.,
새우추출물,Shrimp Extract,,이 원료는 다양한 종의 새우에서 추출한 것이다.,
하이드로제네이티드달맞이꽃오일,Hydrogenated Evening Primrose Oil,,이 원료는 달맞이꽃오일에 조건화 수소첨가반응을 하여 얻은 것이다.,
C18-36애씨드,C18-36 Acid,,이 원료는 탄소 18-36개인 알킬사슬을 갖는 포화지방산의 혼합물이다.,
비오틴/폴릭애씨드/시아노코바라민/니아신아마이드/판토테닉애씨드/피리독신/리보플라빈/티아민/효모폴리펩테이드,Biotin/Folic Acid/Cyanocobalamin/Niacinamide/Pantothenic Acid/Pyridoxine/Riboflavin/Thiamine/Yeast Polypeptides,,"이 원료는 비오틴, 폴릭애씨드, 시아노코바라민, 니아신아마이드, 판토테닉애씨드, 피리독신, 리보플라빈, 티아민과 효모폴리펩타이드의 혼합물을 조건화 가열반응을 하여 얻은 것이다.",
칸디다 봄비콜라/(올리브/해바라기씨/살구씨/스위트아몬드)오일발효추출물여과물,Candida Bombicola/(Olive Fruit/Sunflower Seed/Apricot Kernel/Sweet Almond) Oil Ferment Extract Filtrate,,"이 원료는 미생물인 Candida bombicola로 올리브 오일, 해바라기씨오일, 살구씨오일, 스위트아몬드오일을 발효하여 얻은 생성물을 추출하여 여과한 것이다.",
광나무목부추출물,Ligustrum Japonicum Wood Extract,,이 원료는 광나무 Ligustrum japonicum의 목부에서 추출한 것이다.,
오레가노꽃/잎/줄기수,Origanum Vulgare Flower/Leaf/Stem Water,,"이 원료는 오레가노 Origanum vulgare의 꽃, 잎 및 줄기를 수증기 증류하여 얻은 수용액이다.",
레스페데자 카피타타추출물,Lespedeza Capitata Extract,,이 원료는 Lespedeza capitata의 전초에서 추출한 것이다.,
유럽굴추출물,Ostrea Edulis Extract,,이 원료는 굴의 일종인 유럽굴 Ostrea edulis의 살에서 추출한 것이다.,
글리세린/프탈릭애씨드코폴리머카스토레이트,Glycerin/Phthalic Acid Copolymer Castorate,,"이 원료는 피마자씨오일에서 유래된 지방산으로 에스터화된, 프탈릭애씨드 모노머와 글리세린으로 구성된 공중합체이다.",
타마린드잎추출물,Tamarindus Indica Leaf Extract,,이 원료는 타마린드 Tamarindus indica의 잎에서 추출한 것이다.,
아세틸헥사펩타이드-20,Acetyl Hexapeptide-20,,이 원료는 헥사펩타이드-20의 아세틸화 반응으로 얻은 것이다.,
키투루스 이요열매추출물,Citrus Iyo Fruit Extract,,이 원료는 Citrus iyo의 열매에서 추출한 것이다.,
헵타펩타이드-25,Heptapeptide-25,,"이 원료는 글루타민, 히스티딘, 류신, 트레오닌 및 타이로신으로 구성된 합성 펩타이드이다.",
피버퓨꽃가루,Chrysanthemum Parthenium (Feverfew) Flower Powder,,"이 원료는 피버퓨(Feverfew) Chrysanthemum parthenium의 꽃을 건조, 분쇄하여 얻은 가루이다.",
하이드롤라이즈드락탈부민,Hydrolyzed Lactalbumin,,"이 원료는 산, 효소 혹은 다른 가수분해 방법으로 얻은 우유 알부민의 가수분해물이다.",
녹나무검추출물,Cinnamomum Camphora (Camphor) Gum Extract,,이 원료는 녹나무(Camphor) Cinnamomum camphora의 수지에서 추출한 것이다.,
스테아라마이드엠이에이-스테아레이트,Stearamide MEA-Stearate,,이 원료는 주로 다음의 구조를 갖는 치환된 에탄올아마이드이다.,
가지비고사리추출물,Coniogramme Japonica Extract,,이 원료는 가지고비고사리 Coniogramme japonica의 전초를 추출한 것이다.,
티이에이-C11-15알케스설페이트,TEA-C11-15 Alketh Sulfate,,"이 원료는 에틸렌옥사이드 1몰을 포함하는 에톡실화된, 합성 C11-15지방알코올 혼합물의 설페이트에스터의 트라이에탄올아민염이다.",
